Alarm Name,Alarm ID,Severity,Managed Object Type Name,Managed Object Type ID,Managed Object Type Version ID,Alarm Group Name,Alarm Group ID
SOH Warning,13792,Minor,Li Battery,32793,25053,Li Battery,278493308
Discharge Low Temperature Protection,13793,Minor,Li Battery,32793,25053,Li Battery,278493308
Charge Low Temperature Protection,13794,Minor,Li Battery,32793,25053,Li Battery,278493308
Reversely Connection,13795,Major,Li Battery,32793,25053,Li Battery,278493308
Abnormal Close,13796,Major,Li Battery,32793,25053,Li Battery,278493308
UnLock Failure,22631,Major,Li Battery,32793,25053,Li Battery,278493308
Lithium Battery Protection,61472,Minor,Li Battery,32793,25053,Li Battery,278493308
Lithium Battery Failure,61473,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell Fault,61474,Major,Li Battery,32793,25053,Li Battery,278493308
High Temperature Protection,61636,Minor,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 17 Fault,61645,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 18 Fault,61646,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 19 Fault,61647,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 20 Fault,61648,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 21 Fault,61649,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 22 Fault,61650,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 23 Fault,62059,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell Resistance Abnormal,62518,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Fuse Broken,62595,Critical,Li Battery,32793,25053,Li Battery,278493308
Lithium Battery Locked,62874,Major,Li Battery,32793,25053,Li Battery,278493308
Low SOC,63355,Major,Li Battery,32793,25053,Li Battery,278493308
Overall Lithium Battery Protection,63391,Major,Li Battery,32793,25053,Li Battery,278493308
Overall Lithium Battery Fault,63392,Major,Li Battery,32793,25053,Li Battery,278493308
Battery Cell 24 Fault,63393,Major,Li Battery,32793,25053,Li Battery,278493308
Extremely Short Battery Lifespan,63475,Major,Li Battery,32793,25053,Li Battery,278493308
Water Detected in Battery Pack,63503,Major,Li Battery,32793,25053,Li Battery,278493308
SOH Low,10558,Major,Li Battery,32793,25063,Li Battery,278493308
Communication Failure,13750,Minor,Li Battery,32793,25063,Li Battery,278493308
Heater Fault,13751,Minor,Li Battery,32793,25063,Li Battery,278493308
Board Hardware Fault,13752,Major,Li Battery,32793,25063,Li Battery,278493308
Low Temperature,13754,Minor,Li Battery,32793,25063,Li Battery,278493308
Low Temperature Protection,13755,Minor,Li Battery,32793,25063,Li Battery,278493308
Discharge Over Temperature,13756,Minor,Li Battery,32793,25063,Li Battery,278493308
Charge Over Temperature,13758,Minor,Li Battery,32793,25063,Li Battery,278493308
Charge Over Voltage,13760,Warning,Li Battery,32793,25063,Li Battery,278493308
Overcharge Protection,13761,Minor,Li Battery,32793,25063,Li Battery,278493308
Overdischarge,13762,Warning,Li Battery,32793,25063,Li Battery,278493308
Overdischarge Protection,13763,Minor,Li Battery,32793,25063,Li Battery,278493308
Charge Over Current,13764,Warning,Li Battery,32793,25063,Li Battery,278493308
Charge Overcurrent Protection,13765,Minor,Li Battery,32793,25063,Li Battery,278493308
Heavy Load Warning,13766,Warning,Li Battery,32793,25063,Li Battery,278493308
Discharge Overcurrent Protection,13767,Minor,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 1 Fault,13768,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 2 Fault,13769,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 3 Fault,13770,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 4 Fault,13771,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 5 Fault,13772,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 6 Fault,13773,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 7 Fault,13774,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 8 Fault,13775,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 9 Fault,13776,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 10 Fault,13777,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 11 Fault,13778,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 12 Fault,13779,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 13 Fault,13780,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 14 Fault,13781,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 15 Fault,13782,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 16 Fault,13783,Major,Li Battery,32793,25063,Li Battery,278493308
Address Conflict,13784,Minor,Li Battery,32793,25063,Li Battery,278493308
Upgrade Failed,13785,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell Abnormal,13787,Minor,Li Battery,32793,25063,Li Battery,278493308
Bus Bar Overvoltage,13789,Major,Li Battery,32793,25063,Li Battery,278493308
SOH Warning,13792,Minor,Li Battery,32793,25063,Li Battery,278493308
Discharge Low Temperature Protection,13793,Minor,Li Battery,32793,25063,Li Battery,278493308
Charge Low Temperature Protection,13794,Minor,Li Battery,32793,25063,Li Battery,278493308
Reversely Connection,13795,Major,Li Battery,32793,25063,Li Battery,278493308
Abnormal Close,13796,Major,Li Battery,32793,25063,Li Battery,278493308
UnLock Failure,22631,Major,Li Battery,32793,25063,Li Battery,278493308
Lithium Battery Protection,61472,Minor,Li Battery,32793,25063,Li Battery,278493308
Lithium Battery Failure,61473,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell Fault,61474,Major,Li Battery,32793,25063,Li Battery,278493308
High Temperature Protection,61636,Minor,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 17 Fault,61645,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 18 Fault,61646,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 19 Fault,61647,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 20 Fault,61648,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 21 Fault,61649,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 22 Fault,61650,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 23 Fault,62059,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell Resistance Abnormal,62518,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Fuse Broken,62595,Critical,Li Battery,32793,25063,Li Battery,278493308
Lithium Battery Locked,62874,Major,Li Battery,32793,25063,Li Battery,278493308
Low SOC,63355,Major,Li Battery,32793,25063,Li Battery,278493308
Overall Lithium Battery Protection,63391,Major,Li Battery,32793,25063,Li Battery,278493308
Overall Lithium Battery Fault,63392,Major,Li Battery,32793,25063,Li Battery,278493308
Battery Cell 24 Fault,63393,Major,Li Battery,32793,25063,Li Battery,278493308
Extremely Short Battery Lifespan,63475,Major,Li Battery,32793,25063,Li Battery,278493308
Water Detected in Battery Pack,63503,Major,Li Battery,32793,25063,Li Battery,278493308
SOH Low,10558,Major,Li Battery,32793,25115,Li Battery,278493308
Communication Failure,13750,Minor,Li Battery,32793,25115,Li Battery,278493308
Heater Fault,13751,Minor,Li Battery,32793,25115,Li Battery,278493308
Board Hardware Fault,13752,Major,Li Battery,32793,25115,Li Battery,278493308
Low Temperature,13754,Minor,Li Battery,32793,25115,Li Battery,278493308
Low Temperature Protection,13755,Minor,Li Battery,32793,25115,Li Battery,278493308
Discharge Over Temperature,13756,Minor,Li Battery,32793,25115,Li Battery,278493308
Charge Over Temperature,13758,Minor,Li Battery,32793,25115,Li Battery,278493308
Charge Over Voltage,13760,Warning,Li Battery,32793,25115,Li Battery,278493308
Overcharge Protection,13761,Minor,Li Battery,32793,25115,Li Battery,278493308
Overdischarge,13762,Warning,Li Battery,32793,25115,Li Battery,278493308
Overdischarge Protection,13763,Minor,Li Battery,32793,25115,Li Battery,278493308
Charge Over Current,13764,Warning,Li Battery,32793,25115,Li Battery,278493308
Charge Overcurrent Protection,13765,Minor,Li Battery,32793,25115,Li Battery,278493308
Heavy Load Warning,13766,Warning,Li Battery,32793,25115,Li Battery,278493308
Discharge Overcurrent Protection,13767,Minor,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 1 Fault,13768,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 2 Fault,13769,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 3 Fault,13770,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 4 Fault,13771,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 5 Fault,13772,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 6 Fault,13773,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 7 Fault,13774,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 8 Fault,13775,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 9 Fault,13776,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 10 Fault,13777,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 11 Fault,13778,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 12 Fault,13779,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 13 Fault,13780,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 14 Fault,13781,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 15 Fault,13782,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 16 Fault,13783,Major,Li Battery,32793,25115,Li Battery,278493308
Address Conflict,13784,Minor,Li Battery,32793,25115,Li Battery,278493308
Upgrade Failed,13785,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell Abnormal,13787,Minor,Li Battery,32793,25115,Li Battery,278493308
Bus Bar Overvoltage,13789,Major,Li Battery,32793,25115,Li Battery,278493308
SOH Warning,13792,Minor,Li Battery,32793,25115,Li Battery,278493308
Discharge Low Temperature Protection,13793,Minor,Li Battery,32793,25115,Li Battery,278493308
Charge Low Temperature Protection,13794,Minor,Li Battery,32793,25115,Li Battery,278493308
Reversely Connection,13795,Major,Li Battery,32793,25115,Li Battery,278493308
Abnormal Close,13796,Major,Li Battery,32793,25115,Li Battery,278493308
UnLock Failure,22631,Major,Li Battery,32793,25115,Li Battery,278493308
Lithium Battery Protection,61472,Minor,Li Battery,32793,25115,Li Battery,278493308
Lithium Battery Failure,61473,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell Fault,61474,Major,Li Battery,32793,25115,Li Battery,278493308
High Temperature Protection,61636,Minor,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 17 Fault,61645,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 18 Fault,61646,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 19 Fault,61647,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 20 Fault,61648,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 21 Fault,61649,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 22 Fault,61650,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 23 Fault,62059,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell Resistance Abnormal,62518,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Fuse Broken,62595,Critical,Li Battery,32793,25115,Li Battery,278493308
Lithium Battery Locked,62874,Major,Li Battery,32793,25115,Li Battery,278493308
Low SOC,63355,Major,Li Battery,32793,25115,Li Battery,278493308
Overall Lithium Battery Protection,63391,Major,Li Battery,32793,25115,Li Battery,278493308
Overall Lithium Battery Fault,63392,Major,Li Battery,32793,25115,Li Battery,278493308
Battery Cell 24 Fault,63393,Major,Li Battery,32793,25115,Li Battery,278493308
Extremely Short Battery Lifespan,63475,Major,Li Battery,32793,25115,Li Battery,278493308
Water Detected in Battery Pack,63503,Major,Li Battery,32793,25115,Li Battery,278493308
SOH Low,10558,Major,Li Battery,32793,25130,Li Battery,278493308
Communication Failure,13750,Minor,Li Battery,32793,25130,Li Battery,278493308
Heater Fault,13751,Minor,Li Battery,32793,25130,Li Battery,278493308
Board Hardware Fault,13752,Major,Li Battery,32793,25130,Li Battery,278493308
Low Temperature,13754,Minor,Li Battery,32793,25130,Li Battery,278493308
Low Temperature Protection,13755,Minor,Li Battery,32793,25130,Li Battery,278493308
Discharge Over Temperature,13756,Minor,Li Battery,32793,25130,Li Battery,278493308
Charge Over Temperature,13758,Minor,Li Battery,32793,25130,Li Battery,278493308
Charge Over Voltage,13760,Warning,Li Battery,32793,25130,Li Battery,278493308
Overcharge Protection,13761,Minor,Li Battery,32793,25130,Li Battery,278493308
Overdischarge,13762,Warning,Li Battery,32793,25130,Li Battery,278493308
Overdischarge Protection,13763,Minor,Li Battery,32793,25130,Li Battery,278493308
Charge Over Current,13764,Warning,Li Battery,32793,25130,Li Battery,278493308
Charge Overcurrent Protection,13765,Minor,Li Battery,32793,25130,Li Battery,278493308
Heavy Load Warning,13766,Warning,Li Battery,32793,25130,Li Battery,278493308
Discharge Overcurrent Protection,13767,Minor,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 1 Fault,13768,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 2 Fault,13769,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 3 Fault,13770,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 4 Fault,13771,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 5 Fault,13772,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 6 Fault,13773,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 7 Fault,13774,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 8 Fault,13775,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 9 Fault,13776,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 10 Fault,13777,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 11 Fault,13778,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 12 Fault,13779,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 13 Fault,13780,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 14 Fault,13781,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 15 Fault,13782,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 16 Fault,13783,Major,Li Battery,32793,25130,Li Battery,278493308
Address Conflict,13784,Minor,Li Battery,32793,25130,Li Battery,278493308
Upgrade Failed,13785,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell Abnormal,13787,Minor,Li Battery,32793,25130,Li Battery,278493308
Bus Bar Overvoltage,13789,Major,Li Battery,32793,25130,Li Battery,278493308
SOH Warning,13792,Minor,Li Battery,32793,25130,Li Battery,278493308
Discharge Low Temperature Protection,13793,Minor,Li Battery,32793,25130,Li Battery,278493308
Charge Low Temperature Protection,13794,Minor,Li Battery,32793,25130,Li Battery,278493308
Reversely Connection,13795,Major,Li Battery,32793,25130,Li Battery,278493308
Abnormal Close,13796,Major,Li Battery,32793,25130,Li Battery,278493308
UnLock Failure,22631,Major,Li Battery,32793,25130,Li Battery,278493308
Lithium Battery Protection,61472,Minor,Li Battery,32793,25130,Li Battery,278493308
Lithium Battery Failure,61473,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell Fault,61474,Major,Li Battery,32793,25130,Li Battery,278493308
High Temperature Protection,61636,Minor,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 17 Fault,61645,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 18 Fault,61646,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 19 Fault,61647,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 20 Fault,61648,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 21 Fault,61649,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 22 Fault,61650,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 23 Fault,62059,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell Resistance Abnormal,62518,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Fuse Broken,62595,Critical,Li Battery,32793,25130,Li Battery,278493308
Lithium Battery Locked,62874,Major,Li Battery,32793,25130,Li Battery,278493308
Low SOC,63355,Major,Li Battery,32793,25130,Li Battery,278493308
Overall Lithium Battery Protection,63391,Major,Li Battery,32793,25130,Li Battery,278493308
Overall Lithium Battery Fault,63392,Major,Li Battery,32793,25130,Li Battery,278493308
Battery Cell 24 Fault,63393,Major,Li Battery,32793,25130,Li Battery,278493308
Extremely Short Battery Lifespan,63475,Major,Li Battery,32793,25130,Li Battery,278493308
Water Detected in Battery Pack,63503,Major,Li Battery,32793,25130,Li Battery,278493308
SOH Low,10558,Major,Li Battery,32793,25386,Li Battery,278493308
Communication Failure,13750,Minor,Li Battery,32793,25386,Li Battery,278493308
Heater Fault,13751,Minor,Li Battery,32793,25386,Li Battery,278493308
Board Hardware Fault,13752,Major,Li Battery,32793,25386,Li Battery,278493308
